stories_id,title,url,publish_date,media_name,media_id,media_inlink_count,inlink_count,outlink_count,facebook_share_count,post_count,author_count,channel_count
256804394,"UPDATE – SAMARITAN’S PURSE TWO EMPLOYEES (ONE A DOCTOR SHOWN IN THIS PICTURE IN WHITE and PIC SHOWS THAT DESPITE EXTREME PRECAUTIONS, EBOLA VERY CONTAGIOUS) TESTED POSITIVE for EBOLA in LIBERIA – click to read from Samaritan’s Purse website",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/0PGASkKYDaY/,"2014-07-28 02:20:08","Fox News",1092,0,0,0,2,,,
256804398,"BREAKING NEWS: Ebola forces Liberia to shut border crossings (note that two Americans, both employed by Samaritan’s Purse have just tested positive for ebola in Liberia)",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/Pc2CVNt-2vk/,"2014-07-28 02:11:13","Fox News",1092,0,0,0,3,,,
257118399,"What You Need to Know About The Ebola Outbreak",http://www.breitbart.com/Big-Peace/2014/07/28/WHAT-YOU-NEED-TO-KNOW-ABOUT-THE-EBOLA-OUTBREAK,"2014-07-29 00:02:00",Breitbart,19334,0,0,0,121,,,
257138824,"DANGER TO HEALTH WORKERS – EBOLA",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/rzWgdLFbCIE/,"2014-07-29 01:58:18","Fox News",1092,0,0,0,0,,,
257138826,"EBOLA IS VERY CONTAGIOUS!   The world needs to work together on this crisis — and smartly and fast!",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/aQ-XixPhiac/,"2014-07-29 01:56:06","Fox News",1092,0,0,0,2,,,
257266868,"Doctor who contracted Ebola in grave condition",http://feeds.foxnews.com/~r/foxnews/health/~3/ELmNcDhCbB4/,"2014-07-29 11:15:06","Fox News",1092,0,0,0,92,,,
257266876,"Low risk of Ebola outbreak in US, officials say",http://feeds.foxnews.com/~r/foxnews/health/~3/JkcZG8HZqSo/,"2014-07-29 11:08:50","Fox News",1092,0,0,0,53,,,
257322461,"World View: Huge Fuel Depot Fire Threatens Tripoli with Explosion",http://www.breitbart.com/Big-Peace/2014/07/28/29-Jul-14-World-View-Huge-fuel-depot-fire-threatens-Tripoli-Libya-with-explosion,"2014-07-29 14:36:30",Breitbart,19334,0,0,0,3,,,
257379306,"Ebola Patient Stolen from Hospital Dies After Family Takes Her to Local Healer",http://www.breitbart.com/Big-Peace/2014/07/29/Runaway-Ebola-Patient-Stolen-from-Hospital-Dies-After-Family-Take-Her-to-Local-Healer,"2014-07-29 18:05:31",Breitbart,19334,0,0,0,39,,,
257379321,"Mob Attacks, Violence from Villagers Threaten Ebola Aid Workers in Africa",http://www.breitbart.com/Big-Peace/2014/07/29/Mob-Attacks-Violence-from-Villagers-Threatening-Ebola-Aid-Workers-in-Africa,"2014-07-29 17:24:13",Breitbart,19334,0,0,0,0,,,
257413054,"Ebola victim who flew to Nigeria had plans to visit family in Minnesota",http://feeds.foxnews.com/~r/foxnews/health/~3/PuOqCuG53wg/,"2014-07-29 18:57:49","Fox News",1092,0,0,0,28,,,
257420851,"Sierra Leone's top Ebola doctor dies from virus",http://feeds.foxnews.com/~r/foxnews/health/~3/Tgag8f_qMKU/,"2014-07-29 19:23:05","Fox News",1092,0,0,0,16,,,
257452720,"Fmr INS Agent: Obama 'Obviously' Wants Border Crisis to Continue",http://www.breitbart.com/Breitbart-TV/2014/07/29/Fmr-ICE-Agent-Officers-Told-Not-to-Arrest-Protesting-Illegals,"2014-07-29 22:14:21",Breitbart,19334,0,0,0,17,,,
257466888,"Ebola Outbreak Could Rage Onward Until October",http://www.breitbart.com/Big-Peace/2014/07/29/Ebola-Outbreak-Could-Rage-Onward-Until-October,"2014-07-29 23:41:42",Breitbart,19334,0,0,0,28,,,
257568332,"VIDEO: Could Ebola Reach the U.S.?",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/sqk-nSBRK2Y/,"2014-07-30 01:16:57","Fox News",1092,0,0,0,1340,,,
257572487,"Sierra Leone's top Ebola doctor dies from virus",http://feeds.foxnews.com/~r/foxnews/health/~3/M97SkAnxhSU/,"2014-07-30 11:17:56","Fox News",1092,0,0,0,148,,,
257655186,"Missionary groups order non-essential personnel to leave Africa over Ebola fears - OPINION: To stop Ebola, let's end another virus, fear - Sierra Leone's top Ebola doctor dies from virus",http://www.foxnews.com/health/2014/07/30/missionary-groups-order-non-essential-personnel-to-leave-liberia-over-fears/,"2014-07-30 17:38:18","Fox News",1092,0,0,0,382,,,
257779366,"Peace Corps evacuating volunteers from 3 West African countries over Ebola outbreak - DR. MANNY: Ebola is not the only deadly virus out there - Sierra Leone's top Ebola doctor dies from virus",http://www.foxnews.com/health/2014/07/31/peace-corps-tells-volunteers-to-leave-west-african-countries-affected-by-ebola/,"2014-07-31 03:19:56","Fox News",1092,0,0,0,0,,,
257796777,"Peace Corps evacuates over Ebola as 2 isolated",http://feedproxy.google.com/~r/FOREIGN-TheWashingtonTimesAmericasNewspaper/~3/OFAHMLZraeo/,"2014-07-31 00:19:20","Washington Times",101,0,0,0,5,,,
257811511,"LIBERIA SHUTS ITS SCHOOLS – EBOLA",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/crmppQqCCBQ/,"2014-07-31 01:37:26","Fox News",1092,0,0,0,4,,,
257914956,"Liberia shuts schools as Ebola spreads, Peace Corps leaves three countries",http://feeds.foxnews.com/~r/foxnews/health/~3/Nu1htyMehhg/,"2014-07-31 12:09:36","Fox News",1092,0,0,0,52,,,
257944095,"Taxis, planes and bikes: How deadly Ebola can spread",http://feeds.foxnews.com/~r/foxnews/health/~3/4YH3jRw6l5Q/,"2014-07-31 13:27:11","Fox News",1092,0,0,0,49,,,
257957946,"African leader cancels trip to U.S. over Ebola outbreak; Obama still plans summit",http://feedproxy.google.com/~r/FOREIGN-TheWashingtonTimesAmericasNewspaper/~3/yM5Zbcs8RTw/,"2014-07-31 13:14:09","Washington Times",101,0,0,0,446,,,
257988278,"UPDATE ON THE TWO FROM SAMARITAN’S PURSE WHO HAVE EBOLA VIRUS – click to read",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/N54Oqn1RBx4/,"2014-07-31 15:06:34","Fox News",1092,0,0,0,4,,,
258017796,"S. Leone players barred from traveling over Ebola",http://feedproxy.google.com/~r/Sports-TheWashingtonTimesAmericasNewspaper/~3/wjj28FNc9Ts/,"2014-07-31 16:50:00","Washington Times",101,0,0,0,0,,,
258024096,"Sierra Leone in State of Emergency, Liberia Closes Schools as Ebola Death Toll Hits 700",http://www.breitbart.com/Big-Peace/2014/07/31/Sierra-Leone-in-State-of-Emergency-Liberia-Closes-Schools-as-Ebola-Death-Toll-Hits-700,"2014-07-31 17:22:31",Breitbart,19334,0,0,0,7,,,
258060835,"WaPo Admits 'Immigration Is Now President Obama’s Worst Issue'",http://www.breitbart.com/Big-Journalism/2014/07/31/wapo-admits-immigration-now-obamas-worst-issue,"2014-07-31 19:48:00",Breitbart,19334,0,0,0,115,,,
258094151,"W. Africa Ebola outbreak tops 700 deaths",http://feedproxy.google.com/~r/Sports-TheWashingtonTimesAmericasNewspaper/~3/nustQHfVvbw/,"2014-07-31 21:28:22","Washington Times",101,0,0,0,2,,,
258206050,"Athlete tested for Ebola at Commonwealth Games",http://feedproxy.google.com/~r/Sports-TheWashingtonTimesAmericasNewspaper/~3/CQpf6wC9J3Y/,"2014-08-01 07:33:50","Washington Times",101,0,0,0,0,,,
258313232,"West Africa Ebola outbreak tops 700 deaths",http://feeds.foxnews.com/~r/foxnews/health/~3/d51laEUMl7c/,"2014-08-01 11:34:52","Fox News",1092,0,0,0,1101,,,
258329026,"Ebola Risk From Commonwealth Games Athletes",http://www.breitbart.com/Breitbart-London/2014/08/01/Ebola-Risk-From-Commonwealth-Games,"2014-08-01 14:36:39",Breitbart,19334,0,0,0,12,,,
258346869,"American Quarantined in Liberia for Ebola Dies of Unrelated Illness",http://www.breitbart.com/Big-Peace/2014/08/01/American-Dies-of-Unrelated-Illness-after-Being-Quarantined-in-Liberia-for-Ebola,"2014-08-01 15:37:17",Breitbart,19334,0,0,0,80,,,
258351599,"U.S. starts to evacuate American Ebola patients from West Africa: Report",http://feedproxy.google.com/~r/Front-TheWashingtonTimesAmericasNewspaper/~3/sdOfgMYoMZ0/,"2014-08-01 14:47:00","Washington Times",101,0,0,0,8,,,
258364285,"What would happen if Ebola came to the US?",http://feeds.foxnews.com/~r/foxnews/health/~3/nyu_0rgCuoE/,"2014-08-01 14:06:08","Fox News",1092,0,0,0,36,,,
258375979,"VIDEO: What are the chances of Ebola coming to America?",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/tAoqeexV2NE/,"2014-08-01 01:29:58","Fox News",1092,0,0,0,0,,,
258375981,"VIDEO: Ebola Victim’s Widow Pleads for Help",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/unwt_5VxetA/,"2014-08-01 01:10:37","Fox News",1092,0,0,0,0,,,
258402108,"WHO: Ebola moving faster than control efforts",http://feedproxy.google.com/~r/FOREIGN-TheWashingtonTimesAmericasNewspaper/~3/LFFIB-YqahU/,"2014-08-01 17:27:10","Washington Times",101,0,0,0,18,,,
258421491,"Dr. Manny: Ebola will not be a problem in the US",http://feeds.foxnews.com/~r/foxnews/health/~3/nzZAtG_UQdM/,"2014-08-01 19:13:21","Fox News",1092,0,0,0,134,,,
258431339,"Obama: US takes Ebola outbreak in Africa seriously",http://feedproxy.google.com/~r/FOREIGN-TheWashingtonTimesAmericasNewspaper/~3/MNyl0btwYJc/,"2014-08-01 19:47:47","Washington Times",101,0,0,0,0,,,
258431342,"Obama says he takes Ebola outbreak seriously, US taking precautions for US-Africa summit",http://feedproxy.google.com/~r/FOREIGN-TheWashingtonTimesAmericasNewspaper/~3/4PbUUk8Soq4/,"2014-08-01 19:35:33","Washington Times",101,0,0,0,1,,,
258492113,"Mormon missionaries being transferred out of Sierra Leone, Liberia due to Ebola outbreak",http://feeds.foxnews.com/~r/foxnews/national/~3/WKfyVthHamY/,"2014-08-01 23:40:17","Fox News",1092,0,0,0,17,,,
258593335,"Health officials prepare to receive American patient stricken with Ebola",http://feeds.foxnews.com/~r/foxnews/health/~3/80IYgaYxIrk/,"2014-08-02 10:45:49","Fox News",1092,0,0,0,191,,,
258622088,"Sierra Leone athlete not missing, officials say",http://feedproxy.google.com/~r/Sports-TheWashingtonTimesAmericasNewspaper/~3/gbPyONvhaU4/,"2014-08-02 10:32:07","Washington Times",101,0,0,0,0,,,
258640626,"Pool Report: Burning World Can't Keep Obama Off the Golf Course ",http://www.breitbart.com/Big-Government/2014/08/02/pool-report-obama-golfs,"2014-08-02 14:08:00",Breitbart,19334,0,0,0,392,,,
258712584,"World View: Gaza Ceasefire Collapses with 'Game Changer' Abduction",http://www.breitbart.com/Big-Peace/2014/08/01/2-Aug-14-World-View-Gaza-ceasefire-collapses-with-game-changer-abduction,"2014-08-02 20:39:49",Breitbart,19334,0,0,0,12,,,
258797124,"Pirro to Obama: 'Whose Side Are You Really On?'",http://www.breitbart.com/Breitbart-TV/2014/08/03/Pirro-to-Obama-Whose-Side-Are-You-Really-On,"2014-08-03 07:13:51",Breitbart,19334,0,0,0,196,,,
258984868,"Ebola outbreak highly unlikely in U.S.: CDC",http://feedproxy.google.com/~r/Front-TheWashingtonTimesAmericasNewspaper/~3/sp_eS_yi7Sw/,"2014-08-03 17:11:03","Washington Times",101,0,0,0,127,,,
258995055,"CDC chief tries to ease fears of Ebola in U.S.: 'We can stop it from spreading'",http://feedproxy.google.com/~r/Front-TheWashingtonTimesAmericasNewspaper/~3/V-FY2PgkV9g/,"2014-08-03 23:43:17","Washington Times",101,0,0,0,9,,,
258996485,"Leaked CBP Report Shows Entire World Exploiting Open US Border",http://www.breitbart.com/Breitbart-Texas/2014/08/03/Leaked-CBP-Report-Shows-Entire-World-Exploiting-Open-US-Border,"2014-08-03 23:57:55",Breitbart,19334,0,0,0,62,,,
259046546,"AP News in Brief at 10:58 p.m. EDT",http://feedproxy.google.com/~r/Sports-TheWashingtonTimesAmericasNewspaper/~3/r3XKby079fM/,"2014-08-04 03:00:21","Washington Times",101,0,0,0,0,,,
259133656,"Ebola Scare in Britain after Woman Dies at Airport",http://www.breitbart.com/Breitbart-London/2014/08/04/Ebola-Scare-in-Britain-after-Woman-Dies-at-Airport,"2014-08-04 10:15:19",Breitbart,19334,0,0,0,149,,,
259170058,"Liberia orders cremation of more than 700 Ebola victims",http://feeds.foxnews.com/~r/foxnews/world/~3/E4ABZaUMC90/,"2014-08-04 12:03:35","Fox News",1092,0,0,0,20,,,
259190897,"Africa summit begins in Washington despite Ebola fears, visitors face screening",http://feeds.foxnews.com/~r/foxnews/politics/~3/uWl3E_lYhko/,"2014-08-04 12:40:30","Fox News",1092,0,0,0,17,,,
259242235,"Terrorists Could Use Ebola in Dirty Bomb, Academic Warns",http://www.breitbart.com/Breitbart-London/2014/08/04/Terrorists-Could-Use-Ebola-in-Dirty-Bomb-in-UK-Academic-Warns,"2014-08-04 15:48:58",Breitbart,19334,0,0,0,103,,,
259266531,"Police Clashes Escalate in Liberia as Ebola Victims Lay Dead in Homes, Streets for Days",http://www.breitbart.com/Big-Peace/2014/08/04/Police-Clashes-Escalate-in-Liberia-as-Ebola-Victims-Lay-Dead-in-Homes-Streets-for-Days,"2014-08-04 16:26:21",Breitbart,19334,0,0,0,51,,,
259281255,"Report: African Ebola Outbreak May Take 'Months' to Contain",http://www.breitbart.com/Breitbart-TV/2014/08/04/Report-African-Ebola-Outbreak-May-Take-Months-To-Contain,"2014-08-04 17:33:30",Breitbart,19334,0,0,0,0,,,
259288899,"CNN: Canadian Officials Concerned Ebola May Become Airborne",http://www.breitbart.com/Breitbart-TV/2014/08/04/CNN-Canadian-Officials-Concerned-Ebola-May-Become-Airborne,"2014-08-04 17:58:33",Breitbart,19334,0,0,0,64,,,
259301234,"Brad Paisley dedicates 'Me and Jesus' to doctor infected with Ebola virus",http://feeds.foxnews.com/~r/foxnews/entertainment/~3/Bg5cgo2JToo/,"2014-08-04 18:08:00","Fox News",1092,0,0,0,74,,,
259301373,"WHO: Death toll from Ebola in West Africa hits 887",http://feeds.foxnews.com/~r/foxnews/health/~3/IMqMsfYJyiY/,"2014-08-04 16:32:45","Fox News",1092,0,0,0,16,,,
259301374,"How the Ebola outbreak became deadliest in history",http://feeds.foxnews.com/~r/foxnews/health/~3/TDTWGBmZKm8/,"2014-08-04 16:21:22","Fox News",1092,0,0,0,125,,,
259301376,"Troops deploy in Sierra Leone, Liberia to try to stop Ebola spread",http://feeds.foxnews.com/~r/foxnews/health/~3/IO0crq2YxgU/,"2014-08-04 15:41:20","Fox News",1092,0,0,0,0,,,
259301379,"Top infectious disease specialist says Ebola vaccine not far away",http://feeds.foxnews.com/~r/foxnews/health/~3/232UHbtqFUc/,"2014-08-04 14:39:55","Fox News",1092,0,0,0,0,,,
259301818,"Rush Limbaugh on Breitbart Report: The Jokes We Told Are Coming True",http://www.breitbart.com/Breitbart-TV/2014/08/04/Rush-on-Breitbart-Report-The-Jokes-We-Told-Are-Coming-True,"2014-08-04 18:53:58",Breitbart,19334,0,0,0,70,,,
259310611,"Jennifer Holton reports on the US-Africa Summit beginning amid an Ebola outbreak in Africa",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/8uk8jb3rzko/,"2014-08-04 18:24:32","Fox News",1092,0,0,0,0,,,
259330359,"Feds watch airline passengers for Ebola symptoms",http://feeds.foxnews.com/~r/foxnews/health/~3/O96kXfT5hdg/,"2014-08-04 19:45:02","Fox News",1092,0,0,0,27,,,
259338636,"NYC hospital testing man for possible Ebola infection - Africa summit begins in DC despite Ebola fear - OPINION: Many US hospitals not ready for Ebola - CDC sending 50 specialists to West Africa",http://www.foxnews.com/health/2014/08/04/new-york-city-hospital-testing-patient-for-possible-ebola-infection/,"2014-08-04 21:00:31","Fox News",1092,0,0,0,2657,,,
259350290,"Report: 6 Tested in NYC Tested for Ebola; News Withheld from Public",http://www.breitbart.com/Breitbart-TV/2014/08/04/Patient-in-NYC-Tested-for-Ebola,"2014-08-04 22:12:52",Breitbart,19334,0,0,0,0,,,
259366181,"Deputy National Security Adviser: We Are Monitoring Ebola Situation Closely",http://www.breitbart.com/Breitbart-TV/2014/08/04/National-Security-Adviser-We-Are-Monitoring-Ebola-Situation-Closely,"2014-08-04 23:26:38",Breitbart,19334,0,0,0,23,,,
259401259,"BREAKING NEWS:  Plane leaves Liberia airport transporting 2nd American Ebola patient to Atlanta (AP)",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/StgrZ1LSy4w/,"2014-08-05 01:34:38","Fox News",1092,0,0,0,0,,,
259479168,"HOPEFUL SIGNS?   Americans infected with Ebola said to be improving ",http://www.foxnews.com/health/2014/08/05/us-government-military-research-program-helped-identify-experimental-ebola/,"2014-08-05 06:57:57","Fox News",1092,0,0,0,506,,,
259545474,"California Pharma Firm to Offer Royalty-Free Licenses for Ebola Research",http://www.breitbart.com/Breitbart-California/2014/08/05/California-Pharma-Firm-to-Offer-Royalty-Free-Licenses-for-Ebola-Research,"2014-08-05 12:18:23",Breitbart,19334,0,0,0,15,,,
259570998,"Second Ebola patient arrives in U.S. for more treatment",http://feeds.foxnews.com/~r/foxnews/health/~3/fjWO8r9pwz8/,"2014-08-05 12:55:12","Fox News",1092,0,0,0,0,,,
259571024,"Ebola therapy hopes shift to small California biotech company",http://feeds.foxnews.com/~r/foxnews/health/~3/2N77UIYTRHU/,"2014-08-05 11:51:54","Fox News",1092,0,0,0,32,,,
259571029,"Saudi Arabia tests man suspected of contracting Ebola in Sierra Leone",http://feeds.foxnews.com/~r/foxnews/health/~3/FsW_z6lq8Mw/,"2014-08-05 11:44:47","Fox News",1092,0,0,0,83,,,
259603898,"Poll finds Americans worried about Ebola and queasy about the media coverage",http://feedproxy.google.com/~r/Nation-TheWashingtonTimesAmericasNewspaper/~3/uYItH-mGprA/,"2014-08-05 14:19:00","Washington Times",101,0,0,0,4,,,
259615850,"A guide for fliers worried about the Ebola outbreak",http://feeds.foxnews.com/~r/foxnews/health/~3/xSlF3jfi5N0/,"2014-08-05 14:44:26","Fox News",1092,0,0,0,36,,,
259633925,"Obama: 'We're Working Urgently' to Treat and Contain Ebola ",http://www.breitbart.com/Big-Government/2014/08/05/Obama-We-re-Working-Urgently-to-Treat-and-Contain-Ebola,"2014-08-05 15:52:30",Breitbart,19334,0,0,0,146,,,
259642254,"Nigerian health official: 8 suspected Ebola cases in Lagos, 1 confirmed",http://feeds.foxnews.com/~r/foxnews/health/~3/KsXBff6im3Y/,"2014-08-05 15:53:25","Fox News",1092,0,0,0,8,,,
259642256,"Second American diagnosed with Ebola arrives in Atlanta",http://feeds.foxnews.com/~r/foxnews/health/~3/-p4a1Az8JYA/,"2014-08-05 15:35:26","Fox News",1092,0,0,0,306,,,
259652012,"NYC health commissioner: Unlikely man has Ebola",http://feeds.foxnews.com/~r/foxnews/health/~3/Vaqx8NhT7QY/,"2014-08-05 17:03:31","Fox News",1092,0,0,0,12,,,
259658695,"Sierra Leone cancels all football over Ebola",http://feedproxy.google.com/~r/Sports-TheWashingtonTimesAmericasNewspaper/~3/at4lQxKFO5E/,"2014-08-05 17:17:01","Washington Times",101,0,0,0,0,,,
259659899,"Second American infected with Ebola en route to U.S.",http://feedproxy.google.com/~r/Nation-TheWashingtonTimesAmericasNewspaper/~3/9oubrDgYwSM/,"2014-08-05 12:24:22","Washington Times",101,0,0,0,0,,,
259682241,"5 Reasons Not to Trust the 'What Me Worry' Media About Ebola",http://www.breitbart.com/Big-Journalism/2014/08/05/5-reasons-not-totrust-what-me-worry-media-about-ebola,"2014-08-05 19:09:00",Breitbart,19334,0,0,0,1,,,
259682246,"Stuck Between Boko Haram and Ebola, Nigeria Faces a Perfect Storm of Disasters ",http://www.breitbart.com/Big-Peace/2014/08/05/Stuck-Between-Boko-Haram-and-Ebola-Nigeria-Faces-a-Perfect-Storm-of-Disasters,"2014-08-05 19:00:38",Breitbart,19334,0,0,0,64,,,
259690253,"President of Senegal: Ebola 'Threat Against Humanity'",http://www.breitbart.com/Big-Government/2014/08/05/President-of-Senegal-Ebola-Threat-Against-Humanity,"2014-08-05 19:34:10",Breitbart,19334,0,0,0,45,,,
259705761,"Report: Ebola Virus Spread Because of Lax Quarantine Enforcement ",http://www.breitbart.com/Big-Peace/2014/08/05/Report-Ebola-Virus-Spread-Because-of-Lax-Quarantine-Enforcement,"2014-08-05 20:24:28",Breitbart,19334,0,0,0,283,,,
259712396,"HURT: Do you favor the BLEED Act, or are you a racist?",http://feedproxy.google.com/~r/Nation-TheWashingtonTimesAmericasNewspaper/~3/nE2iHmLGwpw/,"2014-08-05 20:35:10","Washington Times",101,0,0,0,56,,,
259773453,"CNN: Doctors in Africa Upset with Coverage Given to Americans",http://www.breitbart.com/Breitbart-TV/2014/08/05/CNN-Doctors-in-Africa-Upset-with-Coverage-Given-to-Americans,"2014-08-06 02:36:51",Breitbart,19334,0,0,0,9,,,
259773457,"CNN: Ebola Breakout 'Out of Control' in Africa",http://www.breitbart.com/Breitbart-TV/2014/08/05/CNN-Ebola-Breakout-Out-of-Control-in-Africa,"2014-08-06 02:29:53",Breitbart,19334,0,0,0,25,,,
259774831,"VIDEO: Behind the Experimental Ebola Treatment",http://feeds.foxnews.com/~r/blogs/Gretawire/~3/3UFxPkxEPe4/,"2014-08-06 00:47:31","Fox News",1092,0,0,0,0,,,
259792555,"Washington Post Worries Global Warming 'Could' Make Ebola Worse",http://www.breitbart.com/Big-Journalism/2014/08/05/Wash-Post-Worries-That-Global-Warming-Could-Make-Ebola-Worse,"2014-08-06 04:34:59",Breitbart,19334,0,0,0,1,,,
259893327,"Nigerian health minister says nurse died of Ebola",http://feeds.foxnews.com/~r/foxnews/health/~3/aBQmiCbvz4Y/,"2014-08-06 10:41:29","Fox News",1092,0,0,0,4,,,
259905102,"How do people survive Ebola?",http://feeds.foxnews.com/~r/foxnews/health/~3/olpM_vWNCNw/,"2014-08-06 11:13:18","Fox News",1092,0,0,0,37,,,
259926852,"Delay for Ebola treatment in Nigeria creates fears of more cases",http://feeds.foxnews.com/~r/foxnews/world/~3/kqMOFxWUrRU/,"2014-08-06 12:18:04","Fox News",1092,0,0,0,20,,,
259937078,"Saudi Arabian man tested for Ebola dies in hospital",http://feeds.foxnews.com/~r/foxnews/health/~3/IOsGhkqh1cA/,"2014-08-06 12:36:35","Fox News",1092,0,0,0,38,,,
259941434,"British Airways Suspends Flights Over Ebola Amid Fears Welsh Person May Have Caught Virus",http://www.breitbart.com/Breitbart-London/2014/08/06/British-Airways-Suspends-Flights-Over-Ebola,"2014-08-06 12:46:44",Breitbart,19334,0,0,0,11,,,
259951373,"Mobile phone message of Ebola 'cure' offers false hope",http://feeds.foxnews.com/~r/foxnews/health/~3/v8oDg-R4cL8/,"2014-08-06 13:10:47","Fox News",1092,0,0,0,8,,,
259961225,"Ebola death toll rises to 932, WHO says",http://feeds.foxnews.com/~r/foxnews/health/~3/yXd843xksJo/,"2014-08-06 13:37:36","Fox News",1092,0,0,0,0,,,
259977695,"Ebola Panic: Medical Workers Told They Would Be 'Cut into Pieces' if They Did Not Leave African Villages",http://www.breitbart.com/Big-Peace/2014/08/05/Ebola-Panic-Medical-Workers-Told-We-Would-Be-Cut-Into-Pieces-if-They-Did-Not-Leave-African-Villages,"2014-08-06 14:43:22",Breitbart,19334,0,0,0,3,,,
